abstrakcja,abstrakt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakcja,obraz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakcjonizm,sztuka abstrakcyjna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakcyjny,nierealny,nierealistyczny,absurdalny,wydumać,nieżyciowy,nielogiczny,oderwany,wykoncypować,nierzeczywisty,bez szans na urzeczywistnienie,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakcyjny,teoretyczny,idealny,wyabstrahować,wydzielić,uogólnić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakcyjny,formalny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakt,konspekt,skrót,streszczenie,wyciąg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstrakt,abstrakcja,pojęcie oderwane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
abstynencja,wstrzemięźliwość,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absurd,androny,banialuka,bezsens,brednia,bzdet,bzdura,dyrdymał,głupota,niedorzeczność,nonsens,,,,,,,,,,,,,,,,,,,,,,,,,
absurd,kto to słyszał,to się w głowie nie mieści,to przechodzi ludzkie pojęcie,to przekracza wszelkie granice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absurd,niedorzeczność,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absurdalność,niedorzeczność,nonsens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
absurdalny,abstrakcyjny,bezsensowny,groteskowy,idiotyczny,niedorzeczny,nielogiczny,nieżyciowy,nonsensowny,surrealistyczny,wydumać,pozbawiony sensu,,,,,,,,,,,,,,,,,,,,,,,,
absztyfikant,zalotnik,fatygant,uwodziciel,adorator,romeo,epuzer,lowelas,miłośnik,konkurent,admirator,wielbiciel,bawidamek,amant,kochaś,kochanek,,,,,,,,,,,,,,,,,,,,
aby,ażeby,by,cob,iżby,żeby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aby,w celu,tak aby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aby,byle,oby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aby zbyć,na pół gwizdka,kiepsko,marnie,niestarannie,byle jak,niedobrze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acan,waść,jegomość,waćpan,waszmość,wasza miłość,asan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accusativus,akuzatiwus,akuzatyw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
accusativus,biernik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acedia,indyferencja,letarg,nirwana,zobojętnienie,apatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ach,och,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acheron,Acheront,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acheron,Hades,Styks,smutek,śmierć,rozstanie,otchłań,piekło,,,,,,,,,,,,,,,,,,,,,,,,,,,,
achromatyczny,bezbarwny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acydofit,roślina kwasolubna,roślina acydofilna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acydoza,kwasica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acz,aczkolwiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acz,jakkolwiek,tymczasem,wszelako,aliści,jednak,choć,natomiast,lecz,wszakże,wprawdzie,niemniej,atoli,chociaż,,,,,,,,,,,,,,,,,,,,,,
aczkolwiek,acz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aczkolwiek,chociaż,choć,mimo że,jakkolwiek,jednak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adamostwo,Adamowie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adamowie,Adamostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adamowy,golutki,goły,na golasa,osłonić,jak go Pan Bóg stworzył,rozebrać,nagi,w stroju Adama,obnażyć,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptacja,dostosować,przystosowanie,dopasowywać,zmieniać,modyfikować,przeróbka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptacja,ekranizacja,produkcja,realizacja,wersja,inscenizacja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptator,autor adaptacji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adapter,patefon,gramofon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptować,dokonać adaptacji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptować,przystosowywać,przyswajać,zmieniać,dostosowywać,przerabiać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adaptować się,przystosowywać się,zmieniać się,dostosowywać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adekwatnie,odpowiednio,poprawnie,słusznie,stosownie,trafnie,właściwie,w sam raz,zasadnie,,,,,,,,,,,,,,,,,,,,,,,,,,,
adekwatność,kompatybilność,kongruencja,odpowiedniość,zgodność,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adekwatny,akuratny,dobry,dopasować,kongruentny,nadający się,należyty,odpowiedni,pasować,poprawny,słuszny,stosowny,trafny,właściwy,wystarczający,zgodny,,,,,,,,,,,,,,,,,,,,
adept,praktykant,terminator,uczeń,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adept,adherent,akolita,poplecznik,sprzymierzeniec,stronnik,sympatyk,wyznawca,zwolennik,,,,,,,,,,,,,,,,,,,,,,,,,,,
adherent,sympatyk,adept,poplecznik,sprzymierzeniec,zwolennik,wyznawca,akolita,stronnik,,,,,,,,,,,,,,,,,,,,,,,,,,,
adhezja,przystawanie,przyleganie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adieu,addio,bywać,żegnać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adieu,siemka,do widzenia,do miłego,hej,na razie,z Bogiem,do zobaczenia,siema,narka,cześć,pa,,,,,,,,,,,,,,,,,,,,,,,,
adiunkt,nauczyciel akademicki,wykładowca,doktor,doktor habilitowany,asystent,docent,profesor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiustacja,redakcja,korekta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiustator,redaktor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiustować,korygować,modyfikować,nanosić poprawki,poprawiać,robić korektę,uzupełniać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adiutant,oficer ordynansowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administracja,rząd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administracja,kierownictwo,zarząd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administracyjny,porządkowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administrator,zarządca,dysponent,rządca,dozorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
administrować,sprawować nadzór,pilnować,zarządzać,sprawować kontrolę,sprawować władzę,trzymać ster,czuwać,kierować,zawiadywać,sterować,dbać,strzec,gospodarować,nadzorować,prowadzić,sprawować rządy,,,,,,,,,,,,,,,,,,,
admiracja,nabożeństwo,podziw,szacunek,zachwyt,hołd,czołobitność,kult,estyma,adoracja,cześć,uwielbienie,,,,,,,,,,,,,,,,,,,,,,,,
admirator,zalotnik,fatygant,uwodziciel,adorator,romeo,absztyfikant,epuzer,lowelas,miłośnik,konkurent,wielbiciel,bawidamek,amant,kochaś,kochanek,,,,,,,,,,,,,,,,,,,,
admiratorka,adoratorka,fanka,wielbicielka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admirować,podziwiać,zachwycać się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admonicja,przygana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
admonicja,potępienie,upomnienie,napomnienie,dezaprobata,reprymenda,uwaga,przytyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adnotacja,notka,dopisek,zapis,komentarz,zapisek,notatka,wzmianka,posłowie,uwaga,parafka,przypis,postscriptum,glosa,,,,,,,,,,,,,,,,,,,,,,
adnotować,objaśniać,robić przypis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adolescencja,młode lata,młodość,wiosna życia,młody wiek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adopcja,włączenie do rodziny,zaadoptować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoptować,zaadoptować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoptować,dokonać adopcji,przysposobić,usynowić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoptować,przygarnąć,zaopiekować się,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adoracja,admiracja,nabożeństwo,podziw,szacunek,zachwyt,hołd,czołobitność,kult,estyma,cześć,uwielbienie,,,,,,,,,,,,,,,,,,,,,,,,
adoracja,nabożeństwo,hołd,trwanie na modlitwie,kult,cześć,uwielbienie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adorator,zalotnik,fatygant,uwodziciel,romeo,absztyfikant,epuzer,lowelas,miłośnik,konkurent,admirator,wielbiciel,bawidamek,amant,kochaś,kochanek,,,,,,,,,,,,,,,,,,,,
adoratorka,admiratorka,fanka,wielbicielka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adorować,żywić uczucie,pożądać,ubóstwiać,kochać,czuć sympatię,pałać miłością,lubić,uwielbiać,miłować,wielbić,czcić,podziwiać,,,,,,,,,,,,,,,,,,,,,,,
adrenalina,suprarenina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adres,miejsce zameldowania,miejsce zamieszkania,namiar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adresat,odbiorca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adresatka,odbiorczyni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adresować,kierować,zwracać,zwracać się,dedykować,przeznaczać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrianostwo,Adrian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian,Adrianostwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adriatyk,Morze Adriatyckie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adverbium,adwerbium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adverbium,przysłówek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
advocatus diaboli,adwokat diabła,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwerbalny,przyczasownikowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwerbialny,przysłówkowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwersarz,antagonista,przeciwnik,oponent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwokat,orędownik,obrońca,pełnomocnik,mecenas,rzecznik,prawnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwokat,ajerkoniak,jajecznik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adwokatura,palestra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad acta,na kiedyś,na świętego nigdy,na święty nigdy,na potem,na zaś,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad hoc,doraźnie,prowizorycznie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad interim,pełniący obowiązki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeolipila,bania Herona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerobik,fitness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerocasco,ubezpieczenie lotnicze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerodynamiczny,opływowy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerofon,instrument dęty,dęciak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerolit,meteoryt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeromechanika,mechanika gazów,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeronauta,lotnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeronautyczny,lotniczy,powietrzny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeronautyka,lotnictwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aeroplan,stalowy ptak,płatowiec,samolot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerostat,maszyna latająca,statek powietrzny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aerozol,spray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afekt,napad,paroksyzm,poryw,ekscytacja,atak,wzruszenie,wybuch,podniecenie,poruszenie emocjonalne,namiętność,uniesienie,,,,,,,,,,,,,,,,,,,,,,,,
afekt,emocja,miłość,poryw,czułość,kochanie,amor,uczucie,namiętność,,,,,,,,,,,,,,,,,,,,,,,,,,,
afektacja,egzaltacja,przesada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afektowany,wyszukany,trącący fałszem,udziwnić,kuglarski,krzykliwy,nienaturalny,efekciarski,emocjonalny,wystudiować,zmanierować,niepotoczny,książkowy,tromtadracki,pretensjonalny,sztuczny,bufoński,uczuciowy,wyuczyć,,,,,,,,,,,,,,,,,
afera,skandal,sprawa,awantura,wydarzenie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afera,kant,kombinacja,machlojka,matactwo,oszukaństwo,oszustwo,przekręt,szwindel,,,,,,,,,,,,,,,,,,,,,,,,,,,
affluenza,syndrom nagłego bogactwa,grypa dobrobytu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afganiec,afganiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afganiec,Afgańczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afgańczyk,Afganiec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afiks,przedrostek,prefiks,przyrostek,sufiks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afiliacja,przyjęcie w poczet,alians,fuzja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afirmacja,akceptacja,aprobata,pochwała,potwierdzenie,uznanie,zgoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afirmatywny,twierdzący,potakujący,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afirmować,odnosić się z uznaniem,wyrażać aprobatę,pochwalać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afisz,plakat,obwieszczenie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afiszować się,chwalić się,lansować się,wystawiać na pokaz,obnosić się,wybijać się,popisywać się,demonstrować,manifestować,okazywać,uwidaczniać,uzewnętrzniać,wyrażać,zwracać uwagę,,,,,,,,,,,,,,,,,,,,,,
afonia,bezgłos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aforystyczny,esencjonalny,sentencjonalny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aforyzm,przysłowie,sentencja,porzekadło,powiedzenie,maksyma,morał,złota myśl,powiedzonko,gnoma,,,,,,,,,,,,,,,,,,,,,,,,,,
afrikaans,język afrykanerski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afrodyzjakalny,miłosny,pobudzający,podniecający,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrodyzje,Saturnalia,Bachanalia,Dionizje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afront,gwałt,despekt,zniewaga,dyshonor,ujma,obraza,uchybienie,lekceważenie,ubliżyć,,,,,,,,,,,,,,,,,,,,,,,,,,
Afryka,Czarny Ląd,Czarny Kontynent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykaner,Bur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykaniec,Afrykanin,Afrykańczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykaniec,Negr,ciemnoskóry,asfalt,czarny,bambus,czarnoskóry,czarnuch,Afroamerykanin,Murzyn,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykanin,Afrykańczyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykanin,Afrykaniec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afrykanin,Negr,ciemnoskóry,asfalt,czarny,bambus,czarnoskóry,czarnuch,Afroamerykanin,Murzyn,,,,,,,,,,,,,,,,,,,,,,,,,,
agapa,agape,uczta miłości,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agape,eros,miłość,czułość,kochanie,afekt,amor,seks,uczucie,uczta miłości,namiętność,miłość niebiańska,,,,,,,,,,,,,,,,,,,,,,,,
agencja,filia,przedstawicielstwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agencja Reutera,Reuters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agencja towarzyska,dom rozpusty,dom publiczny,przybytek rozkoszy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agenda,dział,filia,organizacja,oddział,sekcja,wydział,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agenda,plan,rozkład,harmonogram,scenariusz,porządek obrad,kalendarz,terminarz,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent,szpicel,szpieg,kret,wywiadowca,tajniak,bezpieczniak,łaps,detektyw,,,,,,,,,,,,,,,,,,,,,,,,,,,
agent,przedstawiciel,reprezentant,pośrednik,akwizytor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agitacja,indoktrynacja,pranie mózgu,propaganda,zjednywać,propagować,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agitator,tuba,propagandzista,propagandysta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agitować,inspirować,urabiać,powodować,motywować,nawoływać,forsować,nakłaniać,promować,kierować,popychać,skłaniać,dawać impuls,przekonywać,namawiać,lansować,,,,,,,,,,,,,,,,,,,,
aglomeracja,akumulacja,kondensacja,nagromadzenie,skupisko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aglomeracja,ośrodek,miasto,metropolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agnostyk,sceptyk,niedowiarek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agonia,udręka,dogorywać,konanie,męczarnia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agorafobia,lęk przestrzeni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrafia,dysgrafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrafka,spinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agrarny,rolniczy,rolny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agregacja,podsumowanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agregat,kompleks,całokształt,zespół,całość,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agregować,dobierać,łączyć,sumować,zestawiać,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agresja,atak,awanturnictwo,najście,napad,napaść,nerwowość,pieniactwo,wściekłość,złość,zdenerwowanie,,,,,,,,,,,,,,,,,,,,,,,,,
agresja,atak,napad,napaść,najazd,inwazja,natarcie,nawała,ofensywa,szarża,uderzenie,,,,,,,,,,,,,,,,,,,,,,,,,
agresor,najeźdźca,atakować,napastnik,okupant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agresywnie,napastliwie,wojowniczo,wrogo,zaczepnie,zadziornie,zuchwale,zaborczo,prowokacyjnie,konfliktowo,złośliwie,cynicznie,prześmiewczo,,,,,,,,,,,,,,,,,,,,,,,
agresywnie,awanturniczo,buńczucznie,czupurnie,dziko,gwałtownie,impulsywnie,łobuzersko,napastliwie,wojowniczo,wrogo,zaczepnie,zadziornie,zuchwale,zaborczo,konfliktowo,natarczywie,,,,,,,,,,,,,,,,,,,
