word;D20181937.txt;D20181950.txt;Artyku³Sportowy2.txt;Artyku³Sportowy1.txt
czysty;0.0;0.0;0.0;0.6020599913279624
czêsty;0.0;3.010299956639812;0.0;0.0
czêœæ;0.0;0.9030899869919435;0.0;0.6020599913279624
cz³onka;0.0;2.4082399653118496;0.0;0.0
dalej;0.0;0.0;0.0;0.6020599913279624
dawaæ;0.0;0.0;0.0;0.6020599913279624
daæ;0.0;0.0;0.0;0.6020599913279624
decyzja;0.0;0.0;0.3010299956639812;0.3010299956639812
definitywnie;0.0;0.0;0.0;0.6020599913279624
delikatny;0.0;0.0;0.0;1.2041199826559248
dera;0.0;0.0;0.6020599913279624;0.0
dobry;0.0;0.0;0.0;0.6020599913279624
dochód;0.0;0.0;1.2041199826559248;0.0
dodatkowo;0.0;0.0;0.6020599913279624;0.0
dodawaæ;0.0;0.0;0.0;1.2041199826559248
dokonanie;0.0;0.6020599913279624;0.0;0.0
donacja;0.0;0.0;0.6020599913279624;0.0
donosiæ;0.0;0.0;1.2041199826559248;0.0
dopiero;0.0;0.0;0.0;0.6020599913279624
dopuszczalnoœæ;1.2041199826559248;0.0;0.0;0.0
dostaæ;0.0;0.0;0.3010299956639812;0.6020599913279624
dotyczyæ;0.0;0.6020599913279624;0.0;0.0
dowiedzieæ;0.0;0.0;0.0;0.6020599913279624
do³¹czyæ;0.0;0.0;0.0;1.806179973983887
doœwiadczenie;0.6020599913279624;0.0;0.0;0.0
doœwiadczony;0.0;0.0;0.0;0.6020599913279624
drgn¹æ;0.0;0.0;0.0;1.2041199826559248
dru¿yna;0.0;0.0;0.0;1.806179973983887
duch;0.0;0.0;0.0;1.2041199826559248
dziaæ;0.0;1.2041199826559248;0.0;0.0
dzia³a;0.0;1.2041199826559248;0.0;0.0
dzienia;0.0;0.0;0.0;1.2041199826559248
dziennik;0.0;1.2041199826559248;0.0;0.0
dzieñ;2.4082399653118496;1.505149978319906;0.0;0.0
egzystencja;0.0;0.0;0.0;0.6020599913279624
ekspercki;0.0;0.0;0.0;0.6020599913279624
eksperymentalny;0.0;0.0;0.0;0.6020599913279624
ekstraklasa;0.0;0.0;0.0;1.2041199826559248
ela;0.0;0.0;0.6020599913279624;0.0
euro;0.0;0.0;3.010299956639812;0.0
fakt;0.0;0.0;0.0;0.6020599913279624
fc;0.0;0.0;1.2041199826559248;0.0
fiskus;0.0;0.0;0.6020599913279624;0.0
fundusz;0.0;2.4082399653118496;0.0;0.0
futbol;0.0;0.0;1.2041199826559248;0.0
gabinet;0.0;0.0;0.0;0.6020599913279624
gazeta;0.0;0.0;0.6020599913279624;0.0
gina;0.0;0.0;0.0;1.2041199826559248
go;0.0;0.0;0.0;0.6020599913279624
godzina;0.0;0.0;0.6020599913279624;0.0
gola;0.0;0.0;0.0;0.6020599913279624
gra;0.0;0.0;0.0;0.6020599913279624
gracz;0.0;0.0;0.0;1.2041199826559248
gracze;0.0;0.0;0.0;0.6020599913279624
graæ;0.0;0.0;0.0;1.2041199826559248
grupa;0.0;1.2041199826559248;0.0;0.0
gwiazda;0.0;0.0;1.2041199826559248;0.0
gwiazdor;0.0;0.0;1.2041199826559248;0.0
g³owa;0.0;0.0;0.0;0.6020599913279624
hiszpania;0.0;0.0;0.6020599913279624;0.0
hiszpañski;0.0;0.0;2.4082399653118496;0.0
identyfikacja;0.3010299956639812;0.6020599913279624;0.0;0.0
iii;0.0;0.0;0.0;0.6020599913279624
indywidualnie;0.0;0.0;0.0;0.6020599913279624
informacja;0.0;0.6020599913279624;0.0;0.0
informatyzacja;0.0;2.4082399653118496;0.0;0.0
informowaæ;0.0;0.0;0.0;0.6020599913279624
infrastruktura;0.0;0.6020599913279624;0.0;0.0
inwestycja;0.0;0.6020599913279624;0.0;0.0
irlandzki;0.0;0.0;0.6020599913279624;0.0
jagiellonia;0.0;0.0;0.0;1.2041199826559248
jagiellonii;0.0;0.0;0.0;0.6020599913279624
james;0.0;0.0;0.6020599913279624;0.0
jaros³aw;0.0;0.0;0.0;0.6020599913279624
ja¿d¿yñski;0.0;0.0;0.0;0.6020599913279624
jednog³oœnie;0.6020599913279624;0.0;0.0;0.0
jednostka;0.0;1.2041199826559248;0.0;0.0
jest;0.6020599913279624;0.0;0.0;0.0
jêdrzejewski;1.806179973983887;0.0;0.0;0.0
kadra;0.0;0.0;0.0;0.6020599913279624
kapitan;0.0;0.0;0.6020599913279624;0.0
kar;0.0;0.0;0.6020599913279624;0.0
kara;0.0;0.0;0.6020599913279624;0.0
karny;3.612359947967774;0.0;0.0;0.0
katastrofa;0.0;0.0;0.0;0.6020599913279624
kieres;1.806179973983887;0.0;0.0;0.0
kilkudniowy;0.0;0.0;0.0;0.6020599913279624
klub;0.0;0.0;0.0;2.4082399653118496
kluba;0.0;0.0;0.0;0.6020599913279624
kodeks;3.612359947967774;0.0;0.0;0.0
kolej;0.0;0.0;0.0;0.6020599913279624
kolejny;0.0;0.0;0.0;0.6020599913279624
koncesja;0.0;0.0;0.0;0.6020599913279624
konstytucja;1.2041199826559248;0.0;0.0;0.0
konstytucyjny;3.010299956639812;0.0;0.0;0.0
konsultowaæ;0.0;0.0;0.0;0.6020599913279624
konto;0.0;0.0;0.0;0.6020599913279624
kontra;0.0;0.0;0.0;0.6020599913279624
kontrakt;0.0;0.0;0.0;0.6020599913279624
kontuzja;0.0;0.0;0.0;0.6020599913279624
korpus;0.0;2.4082399653118496;0.0;0.0
kort;0.0;0.0;0.0;0.6020599913279624
koœcia;0.0;0.0;0.0;0.6020599913279624
królewski;0.0;0.0;0.3010299956639812;0.3010299956639812
kwiecieñ;0.0;0.6020599913279624;0.0;0.0
kwota;0.0;1.806179973983887;0.3010299956639812;0.0
k³opot;0.0;0.0;0.0;0.6020599913279624
lada;0.0;0.0;0.0;1.2041199826559248
lataæ;0.0;0.0;0.3010299956639812;0.3010299956639812
legenda;0.0;0.0;0.6020599913279624;0.0
legendê;0.0;0.0;0.6020599913279624;0.0
licencja;0.0;0.0;0.0;0.6020599913279624
liczba;0.0;0.0;0.0;0.6020599913279624
liczyæ;0.0;0.0;0.0;0.6020599913279624
liga;0.0;0.0;0.0;1.806179973983887
ligowiec;0.0;0.0;0.0;0.6020599913279624
lionel;0.0;0.0;0.6020599913279624;0.0
lionela;0.0;0.0;0.6020599913279624;0.0
lis;0.0;0.0;0.0;0.6020599913279624
listopad;1.2041199826559248;0.0;0.0;0.0
madryt;0.0;0.0;0.6020599913279624;0.0
maj;0.0;0.0;0.6020599913279624;0.0
maj¹tek;0.0;0.0;0.6020599913279624;0.0
malwersacja;0.0;0.0;0.6020599913279624;0.0
mama;0.0;0.0;0.0;1.2041199826559248
marka;0.0;0.0;0.0;0.6020599913279624
martwiæ;0.0;0.0;0.0;0.6020599913279624
mecz;0.0;0.0;0.0;1.2041199826559248
media;0.0;0.0;0.6020599913279624;0.0
mentalny;0.0;0.0;0.0;0.6020599913279624
messi;0.0;0.0;0.6020599913279624;0.0
messiego;0.0;0.0;0.6020599913279624;0.0
miara;0.0;0.0;0.0;0.6020599913279624
mia³y;0.0;0.0;0.6020599913279624;0.0
miech;0.0;0.0;0.3010299956639812;0.3010299956639812
miesi¹c;0.0;0.0;0.3010299956639812;0.3010299956639812
miesiêcy;0.0;0.0;0.6020599913279624;0.0
mieszkalnictwo;0.0;2.4082399653118496;0.0;0.0
mieæ;0.0;0.0;0.0;1.2041199826559248
milion;0.0;0.0;1.806179973983887;0.6020599913279624
min;0.0;0.0;0.6020599913279624;0.0
minimalizacja;0.0;1.2041199826559248;0.0;0.0
minister;0.0;1.806179973983887;0.0;0.0
ministerstwo;0.0;1.2041199826559248;0.0;0.0
mistrzostwa;0.0;0.0;0.6020599913279624;0.0
mocno;0.0;0.0;0.0;0.6020599913279624
mogel;0.0;0.0;0.0;0.6020599913279624
moment;0.0;0.0;0.0;0.6020599913279624
morawiecki;0.0;0.6020599913279624;0.0;0.0
mowa;0.3010299956639812;0.6020599913279624;0.0;0.0
mo¿liwoœci;0.0;0.0;0.0;0.6020599913279624
mundialowy;0.0;0.0;0.6020599913279624;0.0
myœleæ;0.0;0.0;0.0;0.6020599913279624
móc;0.0;0.0;0.0;0.6020599913279624
mówiæ;0.0;0.0;0.0;1.2041199826559248
na;0.0;0.0;0.0;0.6020599913279624
naczelna;0.0;2.4082399653118496;0.0;0.0
nadal;0.0;0.0;0.0;0.6020599913279624
nadzieja;0.0;0.0;0.0;0.6020599913279624
nadzór;0.0;0.0;0.6020599913279624;0.0
napastnik;0.0;0.0;0.0;0.6020599913279624
nasa;0.0;0.0;0.0;0.6020599913279624
nastrój;0.0;0.0;0.0;0.6020599913279624
nastêpna;0.0;0.0;0.0;0.6020599913279624
nastêpowaæ;0.0;1.2041199826559248;0.0;0.0
niejasny;0.0;0.0;0.0;0.6020599913279624
niejawny;0.6020599913279624;0.0;0.0;0.0
niektóry;0.12493873660829993;0.24987747321659987;0.0;0.12493873660829993
niemal;0.0;0.0;0.0;0.6020599913279624
niemiecki;0.0;0.0;0.6020599913279624;0.0
niestety;0.0;0.0;0.0;0.6020599913279624
niezgodny;0.6020599913279624;0.0;0.0;0.0
nikt;0.0;0.0;0.0;0.6020599913279624
normalna;0.0;0.0;0.0;0.6020599913279624
nowy;0.0;0.0;0.0;0.6020599913279624
numer;0.6020599913279624;1.806179973983887;0.0;0.0
obecnoœæ;0.0;0.0;0.0;0.6020599913279624
obowi¹zuj¹cy;0.6020599913279624;0.0;0.0;0.0
obroñca;0.0;0.0;0.0;0.6020599913279624
oda;0.0;0.0;0.6020599913279624;0.0
odegraæ;0.0;0.0;0.0;1.2041199826559248
odejœcie;0.0;0.0;0.0;0.6020599913279624
odejœæ;0.0;0.0;0.0;1.806179973983887
odnosiæ;1.2041199826559248;0.0;0.0;0.0
odpis;0.0;1.2041199826559248;0.0;0.0
odpowiedni;0.0;0.0;0.6020599913279624;0.0
odpowiedŸ;0.0;0.0;0.0;0.6020599913279624
odrzuciæ;0.0;0.0;0.6020599913279624;0.0
odszed³;0.0;0.0;0.0;0.6020599913279624
odzyskanie;0.0;0.0;0.0;0.6020599913279624
oferta;0.0;0.0;0.0;0.6020599913279624
og³osiæ;0.0;0.6020599913279624;0.0;0.0
okazaæ;0.0;0.0;0.0;0.6020599913279624
okienko;0.0;0.0;0.0;0.6020599913279624
okreœlaæ;0.0;1.2041199826559248;0.0;0.0
okreœliæ;0.0;0.3010299956639812;0.0;0.3010299956639812
operacja;0.0;0.0;0.0;0.6020599913279624
organ;0.0;2.4082399653118496;0.0;0.0
organizacja;1.2041199826559248;0.0;0.0;0.0
organizacyjny;0.0;0.0;0.0;0.6020599913279624
orzec;0.6020599913279624;0.0;0.0;0.0
orzekaæ;0.6020599913279624;0.0;0.0;0.0
oskar¿ony;0.0;0.0;0.6020599913279624;0.0
oskar¿yciel;1.2041199826559248;0.0;0.0;0.0
osobowy;0.0;1.2041199826559248;0.0;0.0
oszacowaæ;0.0;0.0;0.6020599913279624;0.0
otrzymaæ;0.0;0.0;0.0;0.6020599913279624
para;0.0;0.0;0.0;0.6020599913279624
paragraf;0.0;0.6020599913279624;0.0;0.0
pawe³;0.0;0.0;0.0;1.2041199826559248
pañstwo;0.0;4.214419939295737;0.0;0.0
pañstwowy;0.0;3.010299956639812;0.0;0.0
paŸdziernik;0.9030899869919435;0.6020599913279624;0.0;0.0
perspektywa;0.0;0.0;0.0;0.6020599913279624
pewnoœæ;0.0;0.0;0.0;0.6020599913279624
pe³noprawny;0.0;0.0;0.0;0.6020599913279624
pieni¹dz;0.0;0.0;0.0;4.816479930623699
pierwsza;0.0;0.0;1.2041199826559248;0.0
pierwszeñstwo;0.0;0.0;0.0;0.6020599913279624
pi¹tek;0.0;0.0;0.6020599913279624;0.0
pi¹ty;0.0;0.0;0.0;0.6020599913279624
pi¹æ;0.0;0.0;0.0;0.6020599913279624
piêæ;0.0;0.0;0.0;0.6020599913279624
pi³karz;0.0;0.0;0.6020599913279624;1.2041199826559248
planowanie;0.0;2.4082399653118496;0.0;0.0
planowaæ;0.0;3.612359947967774;0.0;0.0
plecy;0.0;0.0;0.0;0.6020599913279624
podatek;0.0;0.0;1.2041199826559248;0.0
podatkowe;0.0;0.0;0.6020599913279624;0.0
podatkowy;0.0;0.0;1.806179973983887;0.0
podj¹æ;0.0;0.0;0.0;0.6020599913279624
podkreœlaæ;0.0;0.0;0.0;1.2041199826559248
podstawa;0.9030899869919435;0.3010299956639812;0.0;0.0
podstawowy;0.0;0.0;0.0;0.6020599913279624
podziaæ;0.0;0.6020599913279624;0.0;0.0
podzia³;0.0;0.6020599913279624;0.0;0.0
poinformowaæ;0.0;0.0;1.2041199826559248;0.0
pojawiæ;0.0;0.0;0.0;0.6020599913279624
polska;0.0;0.0;0.0;0.6020599913279624
polski;1.2041199826559248;0.0;0.0;0.0
pomocnik;0.0;0.0;0.0;0.6020599913279624
ponadto;0.6020599913279624;0.0;0.0;0.0
poniedzia³ek;0.0;0.0;0.0;0.6020599913279624
poprawiæ;0.0;0.0;0.0;0.6020599913279624
poprzedzaæ;0.6020599913279624;0.0;0.0;0.0
portugalia;0.0;0.0;1.806179973983887;0.0
posiedzenie;0.6020599913279624;0.0;0.0;0.0
posi³kowy;1.2041199826559248;0.0;0.0;0.0
postanawiaæ;0.6020599913279624;0.0;0.0;0.0
postanowienie;1.2041199826559248;0.0;0.0;0.0
postêpowanie;5.418539921951662;0.0;0.0;0.0
potrzebowaæ;0.0;0.0;0.0;0.6020599913279624
powalczyæ;0.0;0.0;0.0;0.6020599913279624
powiedzieæ;0.0;0.0;0.0;0.6020599913279624
powiêkszyæ;0.0;0.0;0.6020599913279624;0.0
pozosta³y;0.6020599913279624;0.0;0.0;0.0
pozwoliæ;0.0;0.0;0.0;0.6020599913279624
pozycja;1.806179973983887;1.2041199826559248;0.0;0.0
pozytywnie;0.0;0.0;0.0;0.6020599913279624
po¿yczyæ;0.0;0.0;0.0;0.6020599913279624
praca;0.0;1.2041199826559248;0.0;0.0
prezes;0.0;1.806179973983887;0.0;0.0
problem;0.0;0.0;0.3010299956639812;1.2041199826559248
proces;0.0;0.0;0.6020599913279624;0.0
propozycja;0.0;0.0;0.6020599913279624;0.0
przeciwko;0.0;0.0;0.0;0.6020599913279624
przelaæ;0.0;0.0;0.3010299956639812;0.6020599913279624
przelew;0.0;0.0;0.0;0.6020599913279624
przeniesienie;0.0;4.214419939295737;0.0;0.0
przenosiæ;0.0;1.2041199826559248;0.0;0.0
przerwa;0.0;0.0;0.0;0.6020599913279624
przestrzenny;0.0;3.010299956639812;0.0;0.0
przestêpstwa;0.0;0.0;0.6020599913279624;0.0
przestêpstwo;0.0;0.0;1.2041199826559248;0.0
przewodniczyæ;0.6020599913279624;0.0;0.0;0.0
przybyæ;0.0;0.0;0.0;0.6020599913279624
przygotowywaæ;0.0;0.0;0.0;0.6020599913279624
przyjœæ;0.0;0.0;0.0;0.6020599913279624
przyk³ad;0.0;0.0;0.0;0.6020599913279624
przylecieæ;0.0;0.0;0.0;0.6020599913279624
przynieœæ;0.0;0.0;0.0;0.6020599913279624
przypomnieæ;0.0;0.0;1.2041199826559248;0.0
przyst¹piæ;0.0;0.0;0.0;0.6020599913279624
przysz³oœæ;0.0;0.0;0.0;1.2041199826559248
przyznanie;0.0;0.0;0.6020599913279624;0.0
przyznawaæ;0.0;0.0;0.0;1.2041199826559248
pszczó³kowski;1.806179973983887;0.0;0.0;0.0
publiczny;0.0;1.2041199826559248;0.3010299956639812;0.0
punkt;1.806179973983887;0.0;0.0;0.0
pêkniêcie;0.0;0.0;0.0;0.6020599913279624
rad;0.0;1.806179973983887;0.0;0.0
rafa³;0.0;0.0;0.0;0.6020599913279624
rama;0.0;0.6020599913279624;0.0;0.0
real;0.0;0.0;0.6020599913279624;0.0
rehabilitowaæ;0.0;0.0;0.0;0.6020599913279624
reprezentacja;0.0;0.0;1.2041199826559248;0.0
reszta;0.0;0.0;0.0;0.6020599913279624
rodriguez;0.0;0.0;0.6020599913279624;0.0
rok;0.0;0.3010299956639812;0.3010299956639812;0.0
ronaldo;0.0;0.0;3.010299956639812;0.0
rozdziaæ;0.0;1.806179973983887;0.0;0.0
rozegraæ;0.0;0.0;0.0;0.6020599913279624
rozporz¹dzenie;0.0;3.612359947967774;0.0;0.0
rozpoznanie;0.6020599913279624;0.0;0.0;0.0
rozstrzygaæ;0.0;0.0;0.0;0.6020599913279624
rozwi¹zaæ;0.0;0.0;0.0;1.2041199826559248
rozwój;0.0;0.6020599913279624;0.0;0.0
rynek;0.0;0.0;0.0;0.6020599913279624
rzeczpospolita;1.2041199826559248;0.0;0.0;0.0
rz¹dowy;0.0;3.010299956639812;0.0;0.0
sadlok;0.0;0.0;0.0;0.6020599913279624
sandomierz;0.0;0.0;0.0;0.6020599913279624
sensie;0.6020599913279624;0.0;0.0;0.0
sezon;0.0;0.0;0.0;0.6020599913279624
si³ownia;0.0;0.0;0.0;0.6020599913279624
skarbowy;0.0;0.0;1.2041199826559248;0.0
skarbówka;0.0;0.0;0.6020599913279624;0.0
skarga;1.806179973983887;0.0;0.0;0.0
skazuj¹cy;0.0;0.0;0.6020599913279624;0.0
skazywaæ;0.0;0.0;0.6020599913279624;0.0
skrzyd³owy;0.0;0.0;0.0;0.6020599913279624
sk³ad;0.3010299956639812;0.0;0.0;0.3010299956639812
sk³adka;0.0;2.4082399653118496;0.0;0.0
sobotni;0.0;0.0;0.0;0.6020599913279624
socjalna;0.0;1.2041199826559248;0.0;0.0
sparing;0.0;0.0;0.0;1.2041199826559248
spiegel;0.0;0.0;0.6020599913279624;0.0
spokojnie;0.0;0.0;0.0;0.6020599913279624
sportowy;0.0;0.0;0.0;1.2041199826559248
spotkanie;0.0;0.0;0.6020599913279624;0.0
spotykaæ;0.0;0.0;0.0;0.6020599913279624
spowodowaæ;0.0;0.0;0.0;0.6020599913279624
spo³eczny;0.0;1.2041199826559248;0.0;0.0
sprawa;0.0;0.12493873660829993;0.3748162098248998;0.24987747321659987
sprawiedliwoœæ;0.0;0.0;0.6020599913279624;0.0
sprawozdawca;0.6020599913279624;0.0;0.0;0.0
sprzedaæ;0.0;0.0;0.0;0.6020599913279624
sprzeda¿;0.0;0.0;0.6020599913279624;0.0
spó³ka;0.0;0.0;0.6020599913279624;0.0
sp³aciæ;0.0;0.0;0.0;0.6020599913279624
staæ;0.0;0.0;0.0;0.6020599913279624
sta³a;0.0;0.0;0.0;0.6020599913279624
stolarczyk;0.0;0.0;0.0;3.010299956639812
strata;0.0;0.0;0.0;0.6020599913279624
strona;0.0;0.0;0.0;0.6020599913279624
strzeliæ;0.0;0.0;0.0;0.6020599913279624
sukces;0.0;0.0;0.0;0.6020599913279624
swobodnie;0.0;0.0;0.0;0.6020599913279624
sytuacja;0.0;0.0;0.0;1.2041199826559248
szacowaæ;0.0;0.0;0.0;0.6020599913279624
szaleæ;0.0;0.0;0.0;0.6020599913279624
szansa;0.0;0.0;0.0;0.6020599913279624
szatnia;0.0;0.0;0.0;0.6020599913279624
szczegó³owy;0.0;0.6020599913279624;0.0;0.0
szczup³y;0.0;0.0;0.0;0.6020599913279624
sztab;0.0;0.0;0.0;0.6020599913279624
s¹d;0.0;0.0;0.6020599913279624;0.0
s¹dowy;0.0;0.0;0.6020599913279624;0.0
s¹siedni;0.0;0.0;0.6020599913279624;0.0
s³owak;0.0;0.0;0.0;0.6020599913279624
s³u¿ba;0.0;2.4082399653118496;0.0;0.0
taca;0.0;0.0;0.0;0.6020599913279624
teraz;0.0;0.0;0.0;0.6020599913279624
termin;0.0;0.0;0.0;0.6020599913279624
tibor;0.0;0.0;0.0;0.6020599913279624
to;0.6020599913279624;0.0;0.0;0.0
trafiæ;0.0;0.0;0.0;0.6020599913279624
transferowy;0.0;0.0;0.0;1.2041199826559248
trener;0.0;0.0;0.0;1.2041199826559248
trenerski;0.0;0.0;0.0;0.6020599913279624
trening;0.0;0.0;0.0;0.6020599913279624
trenowaæ;0.0;0.0;0.0;0.6020599913279624
tryba;1.806179973983887;0.0;0.0;0.0
trybuna³;2.4082399653118496;0.0;0.0;0.0
tuleja;1.806179973983887;0.0;0.0;0.0
twierdziæ;0.0;0.0;0.0;0.6020599913279624
tydzieñ;0.0;0.0;0.0;1.806179973983887
t³umacz;0.0;0.0;0.0;0.6020599913279624
ubezpieczenie;0.0;1.2041199826559248;0.0;0.0
uboczny;0.6020599913279624;0.0;0.0;0.0
udaæ;0.0;0.0;0.0;1.2041199826559248
udzia³;0.0;0.0;0.6020599913279624;0.0
ukrycie;0.0;0.0;0.6020599913279624;0.0
ukrywaæ;0.0;0.0;1.2041199826559248;0.0
umorzyæ;0.6020599913279624;0.0;0.0;0.0
uraz;0.0;0.0;0.0;1.2041199826559248
urz¹d;0.0;1.2041199826559248;0.3010299956639812;0.0
usta;0.6020599913279624;0.6020599913279624;0.0;0.0
ustawa;2.4082399653118496;1.806179973983887;0.0;0.0
us³uga;0.0;1.2041199826559248;0.0;0.0
us³yszeæ;0.0;0.0;0.6020599913279624;0.0
w;0.6020599913279624;0.0;0.0;0.0
warunek;0.0;0.0;0.0;0.6020599913279624
wat;0.0;0.12493873660829993;0.24987747321659987;0.8745711562580996
wa¿ny;0.0;0.0;0.0;0.6020599913279624
wchodziæ;0.0;0.6020599913279624;0.0;0.0
wejœcie;0.6020599913279624;0.0;0.0;0.0
widywaæ;0.0;0.0;0.0;0.6020599913279624
wiedzieæ;0.0;0.0;0.0;0.6020599913279624
wina;0.0;0.0;0.6020599913279624;0.0
wiosna;0.0;0.0;0.0;1.2041199826559248
wis³a;0.0;0.0;0.0;6.020599913279624
wis³y;0.0;0.0;0.0;0.6020599913279624
wizerunek;0.0;0.0;0.6020599913279624;0.0
wiêzienia;0.0;0.0;0.6020599913279624;0.0
wiêzienie;0.0;0.0;1.2041199826559248;0.0
wkrótce;0.0;0.0;0.0;1.2041199826559248
wobec;0.0;0.0;0.0;0.6020599913279624
wojowniczy;0.6020599913279624;0.0;0.0;0.0
wola;0.0;0.0;0.0;0.6020599913279624
wp³ywaæ;0.0;0.0;0.0;0.6020599913279624
wrzesieñ;0.6020599913279624;0.0;0.0;0.0
wróciæ;0.0;0.0;0.0;1.2041199826559248
wrêcz;0.0;0.0;0.0;0.6020599913279624
wszêdzie;0.0;0.0;0.0;0.6020599913279624
wydarzyæ;0.0;0.0;0.0;0.6020599913279624
wydatek;0.0;4.816479930623699;0.0;0.0
wydawaæ;0.0;0.0;0.0;0.6020599913279624
wydaæ;1.2041199826559248;0.0;0.0;0.0
wygl¹daæ;0.0;0.0;0.0;0.6020599913279624
wyjaœniæ;0.0;0.0;0.0;0.6020599913279624
wyliczaæ;0.0;0.0;0.0;0.6020599913279624
wymiar;0.0;0.0;0.6020599913279624;0.0
wynagrodzenie;0.0;6.020599913279624;0.0;0.0
wynik;0.0;0.0;0.0;0.6020599913279624
wypatrywaæ;0.0;0.0;0.0;0.6020599913279624
wyrok;0.3010299956639812;0.0;0.9030899869919435;0.0
wystartowaæ;0.0;0.0;0.0;0.6020599913279624
wystawiæ;0.0;0.0;0.0;0.6020599913279624
wyst¹piæ;0.0;0.0;0.0;0.6020599913279624
wystêpowaæ;0.0;0.0;0.0;0.6020599913279624
wystêpowa³;0.0;0.0;0.0;0.6020599913279624
wysy³aæ;0.0;0.0;0.0;0.6020599913279624
wyszczególnienie;0.0;1.2041199826559248;0.0;0.0
wy³¹czaæ;1.2041199826559248;0.0;0.0;0.0
wzmocnienie;0.0;0.6020599913279624;0.0;0.6020599913279624
wówczas;0.0;0.0;0.6020599913279624;0.0
zaakceptowaæ;0.0;0.0;0.6020599913279624;0.0
zagospodarowaæ;0.0;2.4082399653118496;0.0;0.0
zagraæ;0.0;0.0;0.0;1.2041199826559248
zaj¹æ;0.0;0.0;0.0;0.6020599913279624
zajêcia;0.0;0.0;0.0;0.6020599913279624
zakres;0.9030899869919435;0.3010299956639812;0.0;0.0
zak³adowy;0.0;1.2041199826559248;0.0;0.0
zaleg³oœæ;0.0;0.0;0.0;0.6020599913279624
zaleg³y;0.0;0.0;0.6020599913279624;0.0
zaliczyæ;0.0;0.0;0.0;0.6020599913279624
zapad³y;0.6020599913279624;0.0;0.0;0.0
zapaœæ;0.0;0.0;0.6020599913279624;0.0
zap³aciæ;0.0;0.0;0.6020599913279624;0.0
zap³ata;0.0;0.0;1.2041199826559248;0.0
zarz¹dzaæ;0.0;0.6020599913279624;0.0;0.0
zaskar¿yæ;1.2041199826559248;0.0;0.0;0.0
zastanawiaæ;0.0;0.0;0.0;0.6020599913279624
zawiesiæ;0.0;0.0;1.2041199826559248;0.0
zawodnik;0.0;0.0;0.3010299956639812;0.9030899869919435
za³¹cznik;0.0;4.816479930623699;0.0;0.0
za¿alenie;1.2041199826559248;0.0;0.0;0.0
zbadanie;0.6020599913279624;0.0;0.0;0.0
zbyt;0.0;0.0;0.0;0.6020599913279624
zdenek;0.0;0.0;0.0;0.6020599913279624
zdrowotny;0.0;0.0;0.0;0.6020599913279624
zespó³;0.0;0.0;0.0;3.010299956639812
zgodnie;0.0;0.6020599913279624;0.0;0.0
zgodnoœæ;0.6020599913279624;0.0;0.0;0.0
zielonacki;0.6020599913279624;0.0;0.0;0.0
zima;0.0;0.0;0.0;0.6020599913279624
zmar³y;1.2041199826559248;0.0;0.0;0.0
zmiana;0.3010299956639812;0.3010299956639812;0.0;0.0
zmierzyæ;0.0;0.0;0.6020599913279624;0.0
zmniejszenie;0.0;1.2041199826559248;0.0;0.0
znacznie;0.0;0.0;0.0;0.6020599913279624
znajdowaæ;0.0;0.0;0.3010299956639812;0.3010299956639812
